R1,R2,R3,R4,R(R),K(R),R_norm,K_norm,d
0.96,0.95,0.97,0.98,1.3484573827918522,1801.0199762399309,0.006693233548205358,0.31531122646360205,1.0421513814282937
0.96,0.97,0.96,0.97,1.2133286909874017,1801.0227093093736,0.004348234187105751,0.3085469130859838,1.0423644450676663
0.96,1.0,0.95,0.96,1.16460222193845,1801.023439383795,0.003502643681768911,0.30673998783981765,1.042639152002837
0.96,0.98,0.95,0.98,1.43703615034714,1801.0168157120913,0.008230413776551941,0.32313349413508907,1.04308301068984
0.95,0.96,0.98,0.96,0.9633027522935779,1801.0273375817878,9.328373203424628e-06,0.29709199557889804,1.0431898183828596
0.99,0.97,0.95,0.98,2.6076199706209424,1800.993649166913,0.028544517865030903,0.3804704095517981,1.043304119763072
0.95,0.95,0.97,0.99,1.3662039670908244,1801.0180247289213,0.007001204625902265,0.32014119229703875,1.0433297612067716
0.98,1.0,0.95,0.95,1.3783779571735826,1801.0176310919342,0.007212469891515979,0.3211154390163338,1.0434281025128453
0.97,0.96,0.97,0.96,1.213328690987401,1801.0212266498916,0.00434823418710574,0.3122164771343639,1.043456547902464
0.96,0.98,0.96,0.96,1.1034684084730615,1801.0234877529938,0.002441738321082241,0.30662027466555436,1.0436179752571553
0.95,0.98,0.95,0.99,1.4568672824870552,1801.0148642010818,0.008574559727918662,0.3279634599685258,1.044262627260603
0.97,0.95,0.96,1.0,2.3943357006755597,1800.9963950156546,0.024843220456792058,0.37367446756597633,1.0443004129079891
0.97,0.95,0.98,0.96,1.2127887592283881,1801.0198379578164,0.00433886430708237,0.31565347300225327,1.0444990244838406
0.96,0.99,0.95,0.97,1.2859746625606028,1801.0180039139063,0.0056089194986467155,0.32019270920402554,1.0446707577069736
0.98,0.97,0.96,0.96,1.437759720494429,1801.01469643769,0.008242970484608871,0.3283786723073377,1.0447078816681352
0.98,0.98,0.96,0.95,1.297276853252647,1801.0176794611332,0.005805055712192127,0.3209957258415078,1.0447305122642652
0.97,0.97,0.97,0.95,1.107532246822402,1801.021507705205,0.00251226145133356,0.3115208686776888,1.0450009761606132
0.95,0.97,0.96,0.98,1.2227508814497485,1801.0188791793607,0.004511745209963404,0.31802643793053376,1.045053912794788
1.0,0.96,0.97,0.95,1.7955962587685104,1801.0065679417621,0.014452802330277478,0.3484966001162538,1.0453483434373594
0.99,0.96,0.96,0.97,2.0117267513314263,1801.002244732325,0.018203492581224525,0.35919649049353813,1.045440816480101
1.0,0.98,0.96,0.99,10.988372093023363,1800.8884201386095,0.17398260440410718,0.6409109650497499,1.045500647033766
0.98,0.95,0.97,0.97,1.6135240822334516,1801.0099282845758,0.011293154057602752,0.34017979283238253,1.045592424735779
0.98,0.95,0.96,1.0,3.2518337408313003,1800.9801869892308,0.03972408942294265,0.4137891343398761,1.0456343874090699
0.97,0.95,0.99,0.95,1.1066272700702195,1801.0203085064156,0.0024965566452162255,0.31448887098568784,1.0459045699673097
0.97,0.97,0.95,0.99,2.011056468843206,1801.0016764723819,0.018191860617755896,0.36060292688875434,1.0459357979522264
0.98,0.98,0.95,0.97,1.735866185278713,1801.0067677567363,0.013416257224263255,0.3480020605038695,1.0461610371373615
1.0,0.96,0.96,0.97,2.6522861917059153,1800.989495047167,0.029319647547027466,0.39075180501519896,1.0463781915544987
1.0,0.95,0.98,0.95,1.7945258288357766,1801.0051792496868,0.014434226278997452,0.3519335959847058,1.0465166746464216
0.98,0.99,0.95,0.96,1.5358888988871906,1801.0099910422232,0.009945886849471336,0.3400244684242539,1.046816023040093
0.97,0.96,0.96,0.98,1.6139767054908485,1801.0083934187908,0.011301008801367685,0.3439785668410448,1.0468270867928535
0.95,1.0,0.95,0.97,1.1688073272006305,1801.017574170111,0.003575618332980958,0.3212563198312315,1.0469322668692602
0.95,0.99,0.96,0.96,1.0125333070166784,1801.0208458247967,0.0008636666919619264,0.3131590145773525,1.0470635037796368
0.99,0.97,0.98,1.0,17.85377680644748,1800.8352002678096,0.2931236206582107,0.7726294930844889,1.04720129357032
0.95,0.99,0.95,0.98,1.2963878443527102,1801.0141737838942,0.0057896280093517796,0.3296722340468872,1.047443576368316
0.96,0.97,0.95,1.0,2.0502836800534006,1800.9991292042264,0.018872602686647855,0.3669073843574567,1.0474884240195224
0.99,0.96,0.99,1.0,17.772606382979063,1800.8353897610955,0.2917150035197492,0.7721604995240359,1.0478069828285348
0.95,0.98,0.96,0.97,1.10730593607306,1801.0176225393102,0.002508334094711288,0.3211366066558427,1.0479114197702675
0.99,0.97,0.95,0.99,3.676064835606842,1800.9710932160838,0.047086120631287906,0.43629611143701713,1.0480453989921383
0.97,0.96,0.98,0.95,1.1073059360730588,1801.017132876531,0.0025083340947112684,0.3223485160338595,1.0482834489486799
0.95,0.96,0.96,1.0,1.6654492330168014,1801.003894639626,0.012194253918675674,0.35511299014262115,1.0496977792485394
0.96,0.96,0.97,0.97,1.2133286909874017,1801.0130314951512,0.004348234187105751,0.3324993846874726,1.049703900909148
1.0,0.95,0.97,0.99,6.14258877711795,1800.9358128488823,0.08988973983120331,0.5236145879093947,1.049987105795133
0.96,0.96,0.96,0.99,1.6307698760564573,1801.0041119667248,0.011592434506163063,0.35457510823617633,1.0500823886277446
0.99,1.0,0.95,0.95,1.6721408118578434,1801.00325586206,0.012310378391557415,0.3566939567901341,1.0501244533119065
1.0,0.98,0.95,0.97,2.9624781849912805,1800.9796428417044,0.03470266440569018,0.4151358927993306,1.0507791183668291
0.96,0.95,0.98,0.97,1.212788759228388,1801.011642803076,0.004338864307082366,0.3359363805553619,1.0508065230621417
0.98,0.97,0.95,0.99,2.607619970620947,1800.9854684459578,0.02854451786503098,0.4007175936632168,1.0508569567935133
0.99,0.98,0.95,0.97,2.1948424255880505,1800.9923925268622,0.021381249528361377,0.38358057827766984,1.051108328768497
0.99,0.97,0.96,0.96,1.7560092527406241,1801.000321207816,0.013765816445906015,0.36395719008113797,1.0512481633859665
0.99,0.95,0.97,0.97,2.0110564688432055,1800.9955530547018,0.01819186061775589,0.3757583106061828,1.0512571191420472
0.99,0.96,0.96,1.0,6.148007590132876,1800.9344324447447,0.08998377695158265,0.5270310712333164,1.0516136535138005
0.99,0.98,0.96,0.95,1.5594059405940608,1801.0033042312589,0.010353997422001477,0.35657424361587087,1.0519241425258963
0.96,0.95,1.0,0.95,1.0117713004484308,1801.0143078687697,0.0008504429650699326,0.3293403756231335,1.0520289541351433
1.0,0.97,0.96,0.99,7.9076086956522325,1800.9141113484925,0.12051958258347845,0.5773255354281087,1.0520411486612544
0.96,0.98,0.97,0.95,1.012914500042622,1801.014090994085,0.0008702818481538256,0.32987713780980527,1.0521782737463157
0.97,0.99,0.96,0.95,1.1697791192981475,1801.01064111954,0.003592482640755777,0.3384155350317512,1.052308421994635
0.97,0.95,0.97,0.98,1.6135240822334513,1801.0017017411676,0.011293154057602749,0.36054038695368945,1.0523927963636388
0.98,0.96,0.97,0.96,1.437759720494429,1801.005018623468,0.008242970484608871,0.3523311439077009,1.0524824181716772
0.95,0.96,0.97,0.98,1.222750881449748,1801.0092013651388,0.004511745209963396,0.341978909530897,1.0525903476608809
1.0,0.95,0.97,0.97,2.651177206855032,1800.982803369544,0.02930040242053313,0.4073136251278436,1.0526927842232625
0.96,0.97,0.97,0.96,1.1036933963439937,1801.0111079706421,0.0024456427207071156,0.33726008427507237,1.0530237699938838
0.99,0.99,0.95,0.96,1.8971249230836127,1800.9956158123487,0.016214712771153737,0.37560298619917964,1.0530484768564479
0.97,0.97,0.96,0.97,1.4312658428738192,1801.0044348106103,0.008130276883656778,0.3537760735760712,1.0530731493442387
0.97,0.98,0.95,0.98,1.7358661852787107,1800.998541213328,0.013416257224263217,0.3683626546251765,1.0531089814600805
0.97,1.0,0.95,0.96,1.3668051023435177,1801.0051648850317,0.00701163662050442,0.35196914832990506,1.0535217943560389
1.0,0.96,0.96,0.98,3.720930232558151,1800.9650604773349,0.047864706775957694,0.4512270659109684,1.0536448555435813
0.98,0.95,0.98,0.96,1.4370361503471396,1801.0036299313924,0.008230413776551933,0.35576813977671573,1.0536497906980353
0.95,0.95,0.98,0.98,1.222203765820412,1801.0078126730634,0.004502250662328038,0.3454159053993491,1.0537209861434964
0.96,0.95,0.99,0.96,1.1027937082326007,1801.0099087718527,0.0024300296927244384,0.3402280865830714,1.0539928825940128
0.98,0.97,0.95,1.0,3.7188472878815433,1800.964646679039,0.04782855972331754,0.4522512116220066,1.0541165068872345
1.0,1.0,0.95,0.95,2.113583138173306,1800.9905061769023,0.01997109026072974,0.3882492713117949,1.054131946484349
0.98,0.96,0.96,0.98,1.9989801121876611,1800.992185392367,0.01798228966532897,0.3840932336149445,1.054460238946796
0.98,0.97,0.97,0.95,1.2975733344440994,1801.0052996787813,0.005810200794226518,0.35163553545158854,1.0545429847271004
0.97,0.97,0.95,1.0,2.651177206855032,1800.9808547054631,0.02930040242053313,0.4121365448475441,1.054568272014577
1.0,0.97,0.96,0.96,2.24245051293166,1800.9875715226576,0.02220743183585754,0.39551250460392423,1.054755160051421
0.97,0.98,0.96,0.96,1.2868514150943398,1801.0052132542305,0.005624134506680916,0.3518494351556418,1.0547897358691598
1.0,0.98,0.95,0.98,4.32768565248739,1800.955208271872,0.05839423276394574,0.47561115369566276,1.0549063420095253
0.95,0.95,0.97,1.0,1.6649708058350308,1800.9972029620026,0.012185951378181844,0.37167481025582855,1.0554234975749468
0.97,0.99,0.95,0.97,1.5286021732798416,1800.999729415143,0.00981943430511851,0.36542186969411294,1.0554575763765102
0.98,0.95,0.99,0.95,1.2963878443527088,1801.0041004799916,0.005789628009351756,0.3546035377601503,1.0555557459299805
1.0,0.99,0.95,0.96,2.4653763816680554,1800.9828661271908,0.0260760478401916,0.4071583007208404,1.0556068143188841
0.96,0.95,0.97,0.99,1.6303089113582034,1800.9974202891017,0.011584435006512322,0.371136928348821,1.0557973047444256
0.95,0.98,0.95,1.0,1.7945258288357766,1800.994042434163,0.014434226278997452,0.3794970779273156,1.0561050736009412
0.96,1.0,0.96,0.95,1.0659186535764378,1801.0078814346882,0.001790106531665855,0.345245721220652,1.0562280054227076
0.96,0.96,0.98,0.96,1.103468408473062,1801.0067331419677,0.0024417383210822486,0.3480877316318058,1.0565451028500583
0.96,0.98,0.95,0.99,1.7549804640393636,1800.9942597612621,0.01374796302917455,0.37895919602030803,1.0565524845825032
1.0,0.98,0.96,0.95,1.9444444444444478,1800.990554546101,0.017035887355743642,0.38812955813753164,1.0568173922899575
0.96,0.96,0.99,0.95,1.0125333070166787,1801.0072036905672,0.0008636666919619303,0.34692312961467764,1.057652622744289
0.95,0.97,0.97,0.97,1.107532246822402,1801.005242756958,0.00251226145133356,0.3517764162664862,1.0576995961028939
0.96,0.97,0.98,0.95,1.012914500042622,1801.0070141972813,0.0008702818481538256,0.3473921231751307,1.0578003029581304
0.99,0.98,0.96,1.0,10.988372093023365,1800.8803480568486,0.17398260440410723,0.6608892684868788,1.0578654749202014
0.96,0.97,0.96,0.98,1.4377597204944297,1800.998274739541,0.008242970484608883,0.369022173982316,1.0581868315585046
0.98,0.96,0.98,0.95,1.2972768532526473,1801.0009248501071,0.005805055712192131,0.36246318280775924,1.0582075156313002
0.99,0.96,0.96,0.98,2.608695652173921,1800.9778101624927,0.02856318505199762,0.41967175138930757,1.0582125799434101
0.95,0.95,1.0,0.96,1.0117713004484308,1801.006238075263,0.0008504429650699326,0.349313015659385,1.0584514255421222
0.95,0.98,0.97,0.96,1.012914500042622,1801.0060212005787,0.0008702818481538256,0.34984977784493126,1.0586099663012507
0.95,0.95,0.99,0.97,1.1066272700702198,1801.0040435581686,0.0024965566452162294,0.35474441857448524,1.0587052101573884
0.95,0.97,0.96,0.99,1.4576083517874105,1800.9963232285315,0.008587420113175544,0.3738521398157527,1.059558552418254
0.99,0.96,0.97,0.96,1.7560092527406241,1800.9906433935935,0.013765816445906015,0.3879096616826267,1.0597791139842965
0.97,0.96,0.96,0.99,2.011726751331422,1800.9858374679616,0.01820349258122445,0.3998042687262638,1.060079164624722
0.99,0.95,0.97,1.0,6.142588777117958,1800.9277407671216,0.08988973983120345,0.543592891345961,1.0600914664246555
0.96,1.0,0.95,0.97,1.3668051023435186,1800.9969697302913,0.007011636620504436,0.3722520558830137,1.0604704064311363
0.98,0.95,0.97,0.98,1.9983174556323664,1800.9854937147436,0.01797079004094836,0.40065505372815197,1.060615784009793
0.98,0.98,0.95,0.98,2.1799285518406832,1800.982333186904,0.02112243680737606,0.40847732139963894,1.0606861014549749
0.96,0.99,0.95,0.98,1.5358888988871902,1800.993569344074,0.009945886849471328,0.38066797009979497,1.0607144999603704
1.0,0.95,0.97,0.98,3.71884728788154,1800.9583687997115,0.04782855972331748,0.4677888860241758,1.060875531608827
0.96,0.99,0.96,0.96,1.165568075785908,1801.000241384977,0.0035194049382049767,0.36415475062913477,1.0609346156764217
0.99,0.95,0.98,0.96,1.754980464039363,1800.9892547015183,0.013747963029174538,0.39134665755051606,1.0610585689796126
0.95,0.96,0.98,0.97,1.1073059360730593,1801.0008679282842,0.0025083340947112762,0.36260406362209413,1.0613535370015799
0.97,0.96,0.97,0.97,1.4312658428738192,1800.9947569963879,0.008130276883656778,0.37772854517756,1.0613596946732278
0.96,0.98,0.96,0.97,1.2868514150943395,1800.99701809949,0.005624134506680912,0.37213234270875045,1.0617277628307034
0.96,0.96,0.96,1.0,2.0509777157947875,1800.983290199806,0.01888464685986081,0.40610872619496613,1.0618435071417058
0.95,0.99,0.95,0.99,1.5581815606719853,1800.991617833065,0.010332749749899648,0.3854979359321062,1.0620969469994297
0.98,0.97,0.96,0.97,1.7368751384479082,1800.9882267841863,0.013433766418687829,0.39389074035053373,1.0622913200138218
0.98,0.99,0.96,0.95,1.3796680497925324,1800.9944330931162,0.007234857930109402,0.37853020180565095,1.0624818779574912
0.97,0.95,0.98,0.97,1.4305479535364607,1800.9933683043128,0.008117818759368251,0.3811655410454493,1.0625993747142635
0.99,0.97,0.97,0.95,1.5598143212088906,1800.990924448907,0.010361084386790918,0.3872140532259516,1.0626946439649343
0.95,1.0,0.96,0.96,1.0659186535764378,1800.9998116411816,0.001790106531665855,0.3652183612563407,1.0629240061344132
0.98,1.0,0.95,0.96,1.646913143463649,1800.9889568586077,0.01187258190676624,0.3920838151043676,1.0630736157267737
0.99,0.97,0.96,1.0,7.907608695652234,1800.9060392667318,0.12051958258347847,0.597303838864675,1.0631357770960475
0.99,0.98,0.95,0.98,2.909084901088255,1800.96795795703,0.03377608682273839,0.44405583917343927,1.0633786901662117
0.95,1.0,0.95,0.98,1.3783779571735817,1800.9931396002787,0.0072124698915159635,0.3817315807270009,1.0636475354473582
0.99,0.95,0.99,0.95,1.5581815606719855,1800.9897252501175,0.010332749749899652,0.39018205553395063,1.0638060456108969
1.0,0.96,0.97,0.96,2.242450512931657,1800.9778937084357,0.022207431835857487,0.4194649762042875,1.0639685956921345
1.0,0.97,0.97,0.99,11.004444349934145,1800.8760403562574,0.17426151950114485,0.6715507746603934,1.0643422763019106
0.95,0.96,0.99,0.96,1.0125333070166787,1800.9991338970603,0.0008636666919619303,0.3668957696509291,1.0643711374910438
0.98,0.99,0.95,0.97,1.875175082057329,1800.9835213887195,0.015833799121391177,0.4055365364674499,1.0644449226530461
0.97,0.95,1.0,0.95,1.1688073272006307,1800.9960333700064,0.003575618332980962,0.3745695361132209,1.0645017077321082
0.95,0.97,0.98,0.96,1.0129145000426225,1800.9989444037747,0.0008702818481538334,0.36736476321081946,1.06452668493708
0.97,0.98,0.97,0.95,1.1702653143900894,1800.9958164953218,0.0036009199841855757,0.37510629829989267,1.0646670191569803
0.98,0.98,0.96,0.96,1.5370826798117854,1800.989005227807,0.00996660351199567,0.3919641019289788,1.0648013821190152
0.99,0.95,0.97,0.98,2.6076199706209438,1800.9711184848695,0.028544517865030927,0.43623357150195224,1.0649063257749172
0.95,0.98,0.96,0.98,1.2972768532526484,1800.9931879694777,0.005805055712192151,0.3816118675521749,1.0649184028384973
0.99,0.96,0.96,0.99,3.6781029263370497,1800.9552542116635,0.04712148929649423,0.4754974532745266,1.0649297085869527
1.0,0.95,0.98,0.96,2.240853658536589,1800.9765050163605,0.022179720307785988,0.42290197207217683,1.0653537334425105
1.0,0.96,0.97,0.99,7.90760869565219,1800.9044335342705,0.12051958258347771,0.601278007028472,1.0653736651312868
0.97,0.97,0.97,0.96,1.287143807282908,1800.9928334718788,0.00562920862888418,0.38248924476515983,1.065397246614164
0.95,0.99,0.96,0.97,1.1697791192981473,1800.994376171293,0.0035924826407557732,0.3786710826205486,1.065936081321498
0.98,0.96,0.96,0.99,2.608695652173917,1800.9696294415378,0.02856318505199755,0.43991893550016353,1.0664043113415833
0.97,0.95,0.97,0.99,2.011056468843206,1800.9791457903384,0.018191860617755896,0.4163660888389084,1.0664464086358179
0.97,0.95,0.99,0.96,1.2859746625606023,1800.9916342730894,0.005608919498646708,0.3854572470731588,1.0664853071195435
0.97,0.98,0.95,0.99,2.1948424255880488,1800.9759852624989,0.02138124952836135,0.42418835651039544,1.0665975907406042
0.99,0.96,0.98,0.95,1.5594059405940608,1800.9865496202328,0.010353997422001477,0.3980417005821223,1.066694148207873
0.96,0.96,0.97,0.98,1.4377597204944297,1800.988596925319,0.008242970484608883,0.392974645583242,1.0667760203831296
0.99,0.98,0.95,0.99,4.270808507308208,1800.9454020062008,0.05740719687004863,0.49988154105865823,1.0669408360371058
1.0,0.95,0.99,0.99,10.940415481869788,1800.874841157468,0.1731503738762014,0.6745187769683924,1.06707819990102
1.0,0.95,0.98,0.99,7.890370852309724,1800.9030448421952,0.12022044010614717,0.604715002896924,1.0675637258429345
0.96,0.95,0.98,0.98,1.4370361503471392,1800.9872082332438,0.008230413776551926,0.39641164145113134,1.0680585665757332
0.95,0.96,0.97,0.99,1.4576083517874099,1800.9866454143096,0.008587420113175532,0.397804611416116,1.0682450151635514
0.96,0.95,0.97,1.0,2.0502836800534006,1800.976598522183,0.018872602686647855,0.4226705463076108,1.0682983480633332
0.96,0.98,0.95,1.0,2.240853658536589,1800.9734379943434,0.022179720307785988,0.4304928139790978,1.0683897052410238
1.0,0.97,0.97,0.95,1.9450488952332068,1800.978174763749,0.017046376887570883,0.41876936774817514,1.0684407370341407
0.99,0.97,0.96,0.97,2.1963802172492195,1800.9738515543122,0.021407936092219807,0.429469258124334,1.0686843646358615
1.0,0.99,0.95,0.97,3.3476137356064655,1800.9563964736872,0.041386238471783576,0.4726703687640365,1.068811312299232
0.97,1.0,0.96,0.95,1.23824240795485,1800.989606935925,0.0047805824144964825,0.3904748817107394,1.0690801290765088
0.97,0.96,0.98,0.96,1.2868514150943398,1800.9884586432045,0.005624134506680916,0.39331689212189325,1.069336962563257
0.95,0.95,0.98,0.99,1.4568672824870552,1800.9852567222342,0.008574559727918662,0.40124160728456804,1.0695415985528538
1.0,0.99,0.95,0.98,5.154519830883865,1800.931961903855,0.07274296650941069,0.5331456296598059,1.0696026685564686
1.0,0.95,0.99,0.95,1.9426325745222122,1800.9769755649595,0.017004444486333002,0.4217373700561741,1.069646049617125
1.0,0.97,0.96,0.97,2.965145594352711,1800.961101869154,0.03474895415485313,0.4610245726471203,1.0696977321138947
0.97,0.97,0.96,0.98,1.7368751384479066,1800.9800002407778,0.013433766418687801,0.4142513344724034,1.0700079912575342
0.99,0.99,0.95,0.97,2.410700258232269,1800.969146158845,0.02512720808741824,0.44111505424237574,1.070027780709775
0.99,1.0,0.95,0.96,2.0606923751095554,1800.9745816287336,0.019053233335332636,0.42766233287816785,1.0701175776486724
0.97,0.96,0.96,1.0,2.65228619170591,1800.9650157010428,0.029319647547027372,0.45133788668505354,1.0704794414632899
0.96,0.99,0.97,0.95,1.0665284821447367,1800.9908446260683,0.0018006893885258236,0.3874116137733857,1.070742556449365
0.97,0.96,0.99,0.95,1.169779119298147,1800.988929191804,0.0035924826407557693,0.39215229010476504,1.070799401981727
0.99,0.99,0.96,0.95,1.6739508760827457,1800.9800578632419,0.01234178992521666,0.414108719580014,1.0709597432024809
0.97,0.97,0.98,0.95,1.1702653143900892,1800.988739698518,0.0036009199841855717,0.3926212836652181,1.0709633976207054
0.98,0.96,0.97,0.97,1.7368751384479082,1800.9785489699643,0.013433766418687829,0.41784321195089696,1.0714036974998071
1.0,0.96,0.98,0.99,10.988372093023308,1800.8716655275834,0.17398260440410623,0.6823784220160013,1.07142197506868
0.98,0.96,0.96,1.0,3.7209302325581475,1800.948807674619,0.04786470677595763,0.4914525534589533,1.0714883242033757
0.98,0.98,0.95,0.99,2.909084901088255,1800.9597772360748,0.03377608682273839,0.46430302328485795,1.0719915801101423
0.97,0.99,0.95,0.98,1.8751750820573294,1800.9752948453108,0.015833799121391184,0.4258971305898824,1.0723672303817053
0.99,0.95,0.97,0.99,3.6760648356068453,1800.9485625340403,0.047086120631287955,0.4920592733871712,1.0724584793920178
0.95,1.0,0.97,0.95,0.980330126877121,1800.990414882273,0.00030481841300485427,0.3884752244005916,1.0725220072620165
1.0,1.0,0.95,0.96,2.733812949640294,1800.9618319435758,0.030734448450637955,0.4592176473998286,1.0725467621990765
0.99,0.98,0.96,0.96,1.8988613529805778,1800.9746299979324,0.01624484646774032,0.4275426197039046,1.0726448124913286
1.0,0.96,0.98,0.95,1.9444444444444453,1800.973799935075,0.0170358873557436,0.42959701510378306,1.072740435581968
0.98,0.95,0.98,0.97,1.7358661852787125,1800.9771602778887,0.013416257224263248,0.4212802078199118,1.0727648833785386
0.97,1.0,0.95,0.97,1.6386757205659663,1800.978695231528,0.011729631130182633,0.41748121637310115,1.0728321807302617
0.96,0.97,0.97,0.97,1.2871438072829087,1800.9846383171384,0.005629208628884192,0.40277215231826846,1.0728460641746838
0.98,0.95,0.97,0.99,2.6076199706209455,1800.9629377639144,0.02854451786503096,0.4564807556133709,1.0733594151147319
0.95,0.97,0.96,1.0,1.795596258768513,1800.9755014616128,0.014452802330277525,0.4253857577745425,1.07343202940478
0.98,0.98,0.95,1.0,4.327685652487398,1800.938955469156,0.058394232763945876,0.5158366412436477,1.073642799697239
0.96,0.97,0.96,0.99,1.7560092527406226,1800.975718788712,0.013765816445905988,0.424847875867535,1.073849888224498
0.96,0.95,1.0,0.96,1.16460222193845,1800.9856336354433,0.003502643681768911,0.40030875171116725,1.073896679315928
0.96,0.95,0.99,0.97,1.285974662560603,1800.983439118349,0.00560891949864672,0.40574015462626745,1.0739826321020263
0.97,0.99,0.96,0.96,1.3680764743779508,1800.9819668862137,0.007033699785393043,0.4093839111192222,1.0740471405134675
0.96,0.98,0.97,0.96,1.1660512984065847,1800.9854167607587,0.003527790697895419,0.400845513897839,1.0740735495874758
0.97,0.98,0.96,0.97,1.529786034815409,1800.9787436007268,0.009839978828324238,0.41736150319883786,1.0745266361887391
0.95,0.99,0.95,1.0,1.9426325745222133,1800.9707960661462,0.017004444486333023,0.437031553890896,1.0757680239047422
0.98,0.95,1.0,0.95,1.3783779571735817,1800.9798253435824,0.0072124698915159635,0.41468420288768343,1.0759135969321596
0.98,0.98,0.97,0.95,1.3803135942193212,1800.979608468898,0.007246060593645668,0.4152209650737924,1.0760896031667841
0.97,0.98,0.95,1.0,2.9624781849912782,1800.95516349558,0.034702664405690135,0.47572197446918524,1.0761553526783825
0.96,0.99,0.95,0.99,1.897124923083613,1800.971013393245,0.01621471277115374,0.43649367198501393,1.076271442086477
0.95,0.97,0.97,0.98,1.2975733344441,1800.9808081871258,0.005810200794226529,0.41225167716225564,1.0762735721775893
1.0,0.97,0.96,0.98,4.3331206126356285,1800.9366672993217,0.05848855009881393,0.5214998335428898,1.0762926584718002
0.98,0.97,0.97,0.96,1.5374808498945205,1800.9766254454548,0.00997351328502133,0.4226039115396223,1.0764508862209146
1.0,0.99,0.96,0.95,2.1163366336633707,1800.967308178084,0.02001887393330711,0.44566403410167477,1.0765590735016457
1.0,0.98,0.96,0.96,2.468168462291876,1800.9618803127746,0.026124501112339545,0.4590979342255654,1.076663550299661
0.99,0.96,0.97,1.0,7.907608695652234,1800.8963614525096,0.12051958258347847,0.6212563104656009,1.076775374863518
0.96,0.96,0.98,0.97,1.2868514150943404,1800.980263488464,0.0056241345066809275,0.4135997996750019,1.0769624673900149
0.99,0.97,0.97,1.0,11.004444349934204,1800.8679682744967,0.17426151950114588,0.6915290780969596,1.077059192444959
0.95,0.95,0.99,0.98,1.2963878443527102,1800.9796089883362,0.0057896280093517796,0.4152196794708174,1.077432896283398
0.97,0.95,0.97,1.0,2.651177206855032,1800.9583240234197,0.02930040242053313,0.4678997067976982,1.0775842632306352
0.98,0.95,0.99,0.96,1.5358888988871902,1800.9754262466654,0.009945886849471328,0.42557191384762133,1.0776449326295778
0.96,0.96,1.0,0.95,1.0659186535764384,1800.9829285541578,0.0017901065316658666,0.4070037947427735,1.0779958628645476
0.95,0.99,0.97,0.96,1.0665284821447367,1800.9827748325615,0.0018006893885258236,0.40738425380963716,1.0781297667522483
0.99,0.96,0.97,0.97,2.1963802172492195,1800.9641737400898,0.021407936092219807,0.4534217297258228,1.0785331207389257
0.96,1.0,0.95,0.98,1.646913143463649,1800.972535160459,0.01187258190676624,0.4327273167787831,1.078725509605741
0.96,1.0,0.96,0.96,1.2336028270064783,1800.979207201362,0.00470006794925289,0.416214097308123,1.0788216393539005
0.99,0.95,0.98,1.0,7.890370852309738,1800.8949727604345,0.12022044010614742,0.6246933063334903,1.079005931858064
1.0,1.0,0.95,0.98,6.341961852861059,1800.91092772024,0.09334962484152096,0.5852049763387941,1.079110637102007
0.98,0.97,0.96,0.98,2.1814474357125073,1800.9637922143538,0.02114879524881029,0.45436600124686594,1.0791654850540404
0.98,0.95,0.97,1.0,3.71884728788154,1800.9421159969957,0.04782855972331748,0.5080143735721607,1.0792168713629744
0.95,0.95,1.0,0.97,1.1688073272006312,1800.9797684217592,0.003575618332980969,0.4148250837025811,1.0793245102606328
0.96,0.98,0.98,0.95,1.066731828683135,1800.981322987398,0.0018042182283026199,0.41097755279733456,1.0794894013607064
0.97,0.96,0.97,0.98,1.7368751384479066,1800.9703224265556,0.013433766418687801,0.4382038060733294,1.0795070675544318
0.95,0.98,0.97,0.97,1.17026531439009,1800.979551547075,0.0036009199841855874,0.41536184588812736,1.0795075681420458
0.99,0.95,0.99,1.0,10.940415481869787,1800.8667690757072,0.17315037387620139,0.6944970804049586,1.0798178082028826
0.99,0.95,0.98,0.97,2.1948424255880497,1800.9627850480147,0.021381249528361363,0.4568587255937121,1.0800067379075846
1.0,0.96,0.97,0.97,2.965145594352705,1800.951424054932,0.03474895415485302,0.48497704424748356,1.0802371568096405
0.95,1.0,0.95,0.99,1.672140811857843,1800.9705836494495,0.012310378391557408,0.4375572826122199,1.0802718010760155
0.96,0.98,0.96,0.98,1.5370826798117867,1800.9725835296579,0.009966603511995693,0.4326076036045199,1.0804237431943169
0.95,0.96,0.98,0.98,1.2972768532526475,1800.9764333584517,0.005805055712192135,0.42307932451842634,1.0804719811649006
0.96,0.96,0.99,0.96,1.1655680757859082,1800.9785294572407,0.0035194049382049806,0.4178915057027114,1.0805585994628835
0.98,1.0,0.96,0.95,1.4712389380530981,1800.973398909501,0.00882396289071317,0.4305895484852019,1.0806652098612042
0.96,0.97,0.98,0.96,1.1660512984065847,1800.978339963955,0.003527790697895419,0.41836049926260166,1.0807323309935124
0.98,0.96,0.98,0.96,1.5370826798117858,1800.972250616781,0.009966603511995678,0.4334315588952302,1.0807539231517616
0.98,0.99,0.95,0.98,2.393017169518719,1800.9590868188873,0.024820338900853844,0.46601179736321935,1.080806350232614
0.97,0.95,0.98,0.98,1.7358661852787123,1800.9689337344805,0.013416257224263244,0.44164080194121874,1.080922790697219
1.0,0.95,0.98,0.97,2.9624781849912805,1800.9500353628569,0.03470266440569018,0.48841404011537287,1.0818258735523452
